,0,1,2,3
0,177.0231141052848,176.33873460803983,166.10440604282476,0
0,177.68002296186995,177.7025653950313,167.5824722801314,0
0,178.23859621859984,177.12192448064297,167.26381866581212,0
0,178.0619594200192,177.01012871374567,167.6068767815287,0
0,178.33129259332208,176.67795655473478,167.5122486706979,0
0,177.90632795986497,176.49087295856617,168.19283090496205,0
0,177.87412916069576,176.82190464339752,168.2073525751553,0
0,178.14593826915197,176.75138111379334,167.8393259443784,0
0,177.8636079733509,176.74219256970474,167.51688059075278,0
0,178.26997868804548,176.90661001715935,167.62071157321705,0
0,178.40333813761453,176.73107350156047,168.0422419792189,0
0,178.61025578321187,176.99492254934478,167.9857141830833,0
0,178.58581966644238,177.18351487100972,167.69958310790776,0
0,178.78594061475772,176.72266554652552,167.6452634471934,0
0,178.39757927211696,177.3269886408252,167.2571714600057,0
0,178.29234615865622,177.08532624517244,167.85465086008358,0
0,178.53420369782287,177.37558604083108,167.72951084388006,0
0,178.21298853857255,176.98255597289048,167.60570649512871,0
0,178.0546411729799,177.0512093335779,168.02155477368308,0
0,178.2496621651033,176.752518823959,167.38748170365156,0
0,178.12050446391655,176.83209754489138,167.9824662555852,0
0,178.3225841002128,176.62323776892606,167.56537045714325,0
0,178.34440106779542,177.18425054204752,167.46160672693162,0
0,178.53464994056927,176.8616837652112,167.35181189873123,0
0,178.44333981478226,176.79842347099495,167.70908711734566,0
0,178.04969504792922,176.80730654885286,167.83763979058378,0
0,178.20603005850137,176.9774190450841,167.41452106580712,0
0,178.1994586532753,176.82872309601862,167.2184867422581,0
0,178.5097200924766,176.67215384962986,166.84940818161405,0
0,178.85385826059755,175.38464080288992,166.70052602198948,0
0,178.4869062637466,176.60197314075728,166.37021750275645,0
0,178.59091364107812,176.86855046537627,167.2542855374382,0
0,178.71012867424295,175.8770945334847,166.37604615712954,0
0,178.22936427181315,176.45358760000838,166.72152699374857,0
0,178.3623336894514,176.48651359074861,166.80372726387324,0
0,178.3287971507355,176.9557079637516,166.2614901834413,0
0,178.48059818897772,176.85692125316098,166.3367416939625,0
0,178.31460107472773,176.73631906707695,166.2010356271738,0
0,178.19891965340682,177.07894779303658,166.369523897866,0
0,178.09248351470484,176.87330090740303,166.4134563067984,0
0,178.18857408809924,177.00008980297417,166.7503801600773,0
0,178.4031895537751,176.7569422086661,166.4423703130906,0
0,178.25168507338017,176.66930500975596,166.86725681127615,0
0,178.50970061771577,176.87900316318093,166.78542007362842,0
0,178.19717059060085,176.6573119164345,166.6161619355454,0
0,178.50440489044092,177.20770258312538,166.68757284269768,0
0,178.20026343752065,176.655791397069,166.4314325910804,0
0,178.32569971003335,177.03708389892702,166.5634050033268,0
0,178.0394122766635,176.163321059284,166.51515871288998,0
0,178.10601919225152,176.7025148359253,167.05589156012775,0
0,178.6392808318213,176.3225118945288,166.7737377165927,0
0,178.5480858529019,176.73728307707708,166.67165708678561,0
0,178.61112269480248,176.01759786487523,166.5107450969639,0
0,178.22335663338959,176.56306320199337,167.11042052873944,0
0,179.03448652766687,175.8608829586555,166.42656256911653,0
0,178.5241673499449,176.3881491054467,166.8703989087248,0
0,179.2200206166793,176.10882212357788,165.97707156797316,0
0,178.80412883577162,176.66520490907774,166.38178725611195,0
0,179.1208653582604,176.48157205060303,165.58326959790682,0
0,178.19488459773325,176.96960194386617,166.0041562243966,0
0,178.6735078088751,176.50619489275428,165.52860252226284,0
0,178.43716681157971,176.7545781698547,165.69844082303524,0
0,178.25310593234133,176.62303919009102,165.95043992804136,0
0,178.4936398935092,176.16395890823046,165.60620850005142,0
0,178.1400526040472,176.34305620933887,165.80897684000024,0
0,178.27236493401603,176.17103774217776,165.4772678625922,0
0,178.2688851922156,176.40067792547325,165.52022938992408,0
0,178.50715453281387,175.6895185871203,165.4724014757072,0
0,178.3157358893638,176.22037247491514,165.43818296021456,0
0,178.54608096071448,175.73544068143696,165.29027544191746,0
0,178.21999107928366,175.937215947548,165.6610506239305,0
0,178.43703668133585,175.5938443055004,165.2202620428515,0
0,178.10352295113913,176.1736392970103,165.37783351087376,0
0,178.22561701258877,175.87266437942804,165.29236953915046,0
0,177.79701867899587,176.18636070807113,165.76123326001212,0
0,177.84787131262263,176.35060572373885,165.04315937181724,0
0,178.1472400518055,176.25121677107884,165.34490032676288,0
0,178.35449495537932,176.0542373293625,164.89619303567315,0
0,178.53643558134544,176.10360654109152,165.1839022581307,0
0,178.57897764506623,175.81142434403324,164.72199285826727,0
0,178.35368647123144,176.10301782040978,165.09191858111777,0
0,178.1940182602129,175.84622539666253,165.03743358181833,0
0,177.99424263293588,175.75056280962005,165.0348657107167,0
0,178.07744301345562,175.88551108122496,164.9408485222631,0
0,177.92887031643306,175.76560211102415,165.21857954279895,0
0,178.06003285802083,175.7042763673598,165.4711752378589,0
0,178.24684904038818,175.8902604728082,164.60057596607658,0
0,178.19771334873602,175.9048831041154,165.41233700267392,0
0,178.4339006592034,175.8253171515459,164.88449283811576,0
0,178.19350980815628,175.8476937893512,164.72473116023392,0
0,178.0690817489069,176.27782721308705,165.25610162909194,0
0,178.74536158849958,175.81039134090895,164.975538385264,0
0,178.62707716176664,175.93265513550108,164.7945675886638,0
0,178.46249120230289,175.85730556684453,164.4347563782713,0
0,178.3930053401904,175.95053054087896,164.7522799645283,0
0,178.4791335423026,176.02241420344436,164.40512539308864,0
0,178.1936344188924,175.84087218540952,164.84403557403485,0
0,178.28632539348087,175.71608594051324,164.77399900811716,0
0,178.27423408241236,175.4791556281991,165.09847812384385,0
0,178.38875219545176,175.8762677804727,165.00519939237992,0
0,178.49145370882255,175.8731483645941,165.15966509625358,0
0,178.29911600284862,175.81315331476657,164.55277948826048,0
0,178.5335985828449,175.9375162534727,164.87665404677887,0
0,178.4332913582599,175.70013096424015,164.0349479788721,0
0,178.1671667065573,176.3345468526973,164.71768610142254,0
0,178.48492613076155,175.85359580227455,164.98722530226743,0
0,178.7411184004418,175.56290615484193,164.16488596713762,0
0,178.22163696595888,176.30477002117135,164.5730648325463,0
0,178.29836742607387,176.10636179020088,164.3754143823543,0
0,178.0906578514146,176.19909525644567,164.29196381698247,0
0,177.87686119885174,176.31215605139835,164.71494405164196,0
0,177.9336297672593,176.76619970072562,163.96545452739542,0
0,178.0101056619077,176.2159377873105,164.12767016972603,0
0,178.05863449873334,176.24875238241896,164.4227834912936,0
0,178.6159335998055,176.46661778295072,164.1538663968598,0
0,178.8564923420186,176.93502380826624,163.76404999894189,0
0,178.95350168790418,176.96225996929334,164.33308962178444,0
0,178.71313000331145,177.11767089583748,165.0118311000997,0
0,178.5189413255733,176.17386821599644,163.86386412966422,0
0,179.07888458239788,176.4891586432854,164.06959093267375,0
0,178.61516499818381,176.87626372726592,163.73770820838317,0
0,179.02955704914058,176.57249921704224,164.38698792566817,0
0,178.72823528969295,176.22404694130122,164.26784534026282,0
0,178.566593004381,176.2781535907418,164.59801863829622,0
0,178.28494832228367,176.323097041529,163.74706764695566,0
0,178.09890367849417,176.25496771586575,164.451915216497,0
0,177.92765729002596,175.8195985746669,163.26062939892648,0
0,178.3794114315689,176.5988143958219,163.6804782872559,0
0,178.21824663810202,175.97988390614574,163.06690813833913,0
0,178.39131201996486,176.77699861730932,163.57051899979848,0
0,178.03132489965117,176.25222086268778,163.0134443015979,0
0,178.66135170798145,176.34177731747099,163.75799224095638,0
0,178.4170271250013,176.56364105020876,163.15788053313386,0
0,178.6294479701632,176.61186783858702,162.64088728299367,0
0,178.82867717302904,176.39596942873771,163.6396387326861,0
0,178.8163853550041,176.13649542719074,163.43435325878212,0
0,178.95856051186894,176.0466353422042,162.39328469738265,0
0,179.302850891139,176.03089902932751,163.56643410809272,0
0,178.68768038084383,175.8154035750641,162.71319073984955,0
0,178.9249343912569,175.4490884636054,162.69649848327995,0
0,178.52523306072507,175.70774818971543,162.60942294424916,0
0,178.92504160425673,175.61098096121603,163.19187179740834,0
0,178.55474922081854,175.70064490601925,162.63028388710896,0
0,178.51998605188567,176.06873024163934,162.8784740627734,0
0,178.74258161253348,175.70561914626873,162.5185540578017,0
0,179.0308573870863,175.84275494678545,162.6212975165305,0
0,179.00643193373185,175.76946476565908,162.67979093724492,0
0,178.71823555113855,175.58900465885168,162.69687389840098,0
0,179.13441414791936,175.88141189689017,162.7552088676587,0
0,179.0222371281364,175.7424182972888,162.8938624543219,0
0,178.97164799361772,175.96049167738335,161.90899702288291,0
0,179.0953332455878,175.59597151350758,163.20504586363754,0
0,179.21644435587848,175.615301786431,162.28708378090624,0
0,179.37716838001583,175.84169389671507,162.94709231134772,0
0,179.25610472984036,176.06486757841472,162.2671898967637,0
0,179.48688817773376,176.04652772989414,162.11454355208596,0
0,179.34785081335934,176.05736071503517,161.35289858199405,0
0,179.10259614628842,176.09980178076827,161.857120124331,0
0,179.28242947132898,175.70837489203748,161.98958961066458,0
0,179.28113084908463,175.46637498486652,162.03960561541857,0
0,179.0183252378641,175.5466663790769,161.37721536552132,0
0,178.6438998500953,175.61457372898323,161.40407437110147,0
0,178.76309951437213,175.92884814391002,160.8534266413709,0
0,178.7448069830927,175.60694029577076,160.20304574610935,0
0,178.21245157475215,175.55547741506155,160.09097125617552,0
0,177.98244698659954,175.52526286206216,159.38731671659562,0
0,177.98661427522163,175.71249333816263,161.73228248165483,0
0,178.08781703299897,177.41957507968706,164.7711863253294,0
0,177.2773109736264,178.24446468273214,167.01957098966648,0
0,177.85041547669678,177.28438836990557,166.8883273447378,0
0,178.63737879817478,177.91716562048086,167.86633687291706,0
0,178.50145168994302,178.36546689201745,164.53975194037437,0
0,178.86070638163625,178.38062785242457,161.25568350172148,0
0,176.06406770677802,179.16981514967512,158.38483710286,0
0,174.80496398094206,177.2579673074058,162.87717961383225,0
0,176.96653684945144,178.89930162419634,166.88902071546792,0
0,178.30312312580847,178.35540569615785,160.28913868270513,0
0,179.39878667624598,176.40648765901187,162.4867666246524,0
0,179.3810540714394,177.42356951454417,160.90844489724427,0
0,178.6402513865984,177.8008943926154,158.69701994972237,0
0,177.18272439995877,173.8723036207443,159.56003857532465,0
0,176.08420595888495,170.3553519777906,157.4081821368704,0
0,179.13342158318872,174.78424420730568,148.58024224749778,0
0,178.61852665899883,178.29362497628026,153.0902330898964,0
0,178.0992346913613,179.10671571249557,156.38779785263912,0
0,177.7811469677156,173.0918263114365,165.998238653494,0
0,179.0029280059123,175.0593304855588,154.08368008780462,0
0,176.67708857517363,176.01549158552936,151.70611420465576,0
0,175.5177815692037,174.9974223817245,153.12347483444756,0
0,175.24795814732863,175.30900005140134,154.5349842403455,0
0,176.21095260264684,174.65357788257216,153.58126449466744,0
0,176.03738714501154,175.3002807378945,154.22643829183585,0
0,176.19273525074283,174.0520937472557,153.53077522039283,0
0,176.97465476883647,173.30185204472593,156.6866473137194,0
0,177.3925594071512,174.4997817595619,155.27216928664993,0
0,177.8210285973907,174.91852728400835,156.9023542068558,0
0,178.63918774618608,175.11308933990438,158.50308911660835,0
0,178.999182667464,174.68168021763523,159.19924622721757,0
0,179.16711382830408,174.4349014586891,160.27867277672914,0
0,178.91263329950178,175.0438201085221,159.59309981387415,0
0,178.12271361783462,174.7421332058939,160.90244409756363,0
0,179.2200142869002,175.11684241013805,160.65699149567362,0
0,178.9289069642378,175.44358346134538,160.80538688615653,0
0,178.92259804407684,175.64279671758155,160.9324935124872,0
0,179.2445079811138,175.5493171993319,160.8997665659859,0
0,179.14769726197449,175.38347287255237,160.07674951254785,0
0,178.45520062598771,175.38215709584384,160.74716312810833,0
0,179.09327324272346,175.3582136729975,161.14536826202092,0
0,178.86149898663336,175.07527414679583,160.97773880014202,0
0,179.01910933934815,174.7628694039517,161.655276731644,0
0,178.59294314107555,175.15592451099275,161.89860403247735,0
0,178.93768178649347,174.9110134830457,161.81005712006322,0
0,178.79683708335318,174.6885784195474,162.0770854250014,0
0,178.7717946742283,174.9009829425996,162.10430289935906,0
0,178.48668821039612,175.0366936721207,162.80117587938588,0
0,178.29416020636856,175.056803533191,162.73869885778487,0
0,178.4278315583719,174.91693581611696,162.83560559204318,0
0,178.4505284196058,174.8482807430504,162.6336212315656,0
0,178.6463167764421,175.0168589020301,162.92983924022178,0
0,178.44897330748816,174.9332259087297,163.27643956590686,0
0,178.43673610158416,174.99140975277234,163.3711000763086,0
0,178.38842814028234,175.06461080906507,163.09191035064276,0
0,178.32239284977717,175.00482937003477,163.39649993251163,0
0,178.9523376211458,174.79577341819822,163.55257641850355,0
0,178.7694339084009,175.24406874487687,163.05702123419834,0
0,178.40228090318712,175.40962654099334,163.1680002256806,0
0,178.66855492248524,174.80125960542028,163.32254578869657,0
0,178.4845170703818,174.93715232387166,163.985834747703,0
0,178.54365591388074,175.78497399512227,163.13224605794534,0
0,178.84120628129295,175.63148575586635,163.14293562591428,0
0,178.62998590995292,175.4809027744055,162.32489317374203,0
0,178.8832816629749,175.50339849035453,162.89316273920903,0
0,178.65084445077272,175.46576473593467,162.60188066625625,0
0,178.6340299845122,175.317385220095,162.8007083651092,0
0,178.7166685235541,175.3095707474387,162.65893217676032,0
0,178.41013481612072,175.1963610565009,163.00455981731926,0
0,178.61288323302696,175.49519987807457,162.81362372492623,0
0,178.79287051476228,175.08511053341184,162.54916980610943,0
0,178.6604196641849,175.00766800322845,162.77088462644707,0
0,178.6604550713675,175.0881992378328,162.62169323863387,0
0,178.5150017412126,175.16273004952345,162.88068025173806,0
0,178.5287379309694,175.4970361179907,162.50555643066812,0
0,178.5868870942358,174.90743003019463,163.23499940973298,0
0,178.52035063821373,175.1377906513196,163.0409963349572,0
0,178.49657241034316,175.28192673552354,163.13345520674153,0
0,178.38137523070924,175.10311707676811,163.10718991611017,0
0,178.3931674629839,174.85818596826007,163.3728653027845,0
0,178.60505689375103,174.93897777011148,163.02274180254003,0
0,178.51784907963992,175.4356236702698,163.32770520586823,0
0,178.26456961851525,175.2208372804305,163.4806327466831,0
0,178.4150154083836,175.47939757589685,163.25439149258352,0
0,178.29666789683625,175.46981191530782,163.07420539651116,0
0,178.1001453304355,175.40908204645928,164.01035545031627,0
0,177.99305542987824,175.28331799396835,164.07592225872867,0
0,178.11105102041464,175.52042338813186,164.08706164579553,0
0,178.10181308653333,175.6208468275402,163.6729984204318,0
0,178.41205077832961,175.02998538065188,164.24946968984412,0
0,178.6295329625324,175.4521071077894,164.26129482238466,0
0,178.5295049233228,175.0217111279747,164.36230499034096,0
0,178.56505996382174,175.03191081034169,164.92056271031132,0
0,178.8460911407721,175.06420818663966,164.5574514299222,0
0,178.63531413374082,175.0926850588984,164.55345768154712,0
0,178.658018052482,175.3263669962202,164.9549294621363,0
0,178.87089663075608,175.22754117573479,164.61583637633365,0
0,178.65649954987708,175.06421490283813,164.489089586368,0
0,178.6556579052939,175.1968462567526,164.17248020427084,0
0,178.94611773690448,175.1725360075867,164.16902761640551,0
0,178.36024034590633,175.22340456207056,163.86926288205547,0
0,178.7067293168202,175.11110409829635,163.7243599485561,0
0,178.83543363702563,175.18640200356978,163.4423568206445,0
0,178.9218693110458,175.33570777085595,162.9624356702268,0
0,179.37328152880954,175.53356222328267,162.76458632014987,0
0,178.99468805861846,175.5362221314577,162.4779513446116,0
0,178.65740896766232,175.4918116143271,162.06832130343187,0
0,179.02823579215467,175.4864286534175,162.02888337485538,0
0,178.82869845928752,175.55647831557846,161.822748479903,0
0,178.79549849668905,175.5376816897308,162.00809343323868,0
0,178.82379035162387,175.63397617812356,162.2758496805714,0
0,178.78857343176372,175.71077345551763,162.68671711860043,0
0,178.89462354544588,175.73102189429628,162.81269870331198,0
0,178.84220878276506,175.5205940500864,162.74482489421226,0
0,178.74761701995482,175.907528534349,163.1442605988449,0
0,178.64118883697427,175.92016665008154,162.6298493593131,0
0,178.6975930743182,176.34290762537944,161.9296632036492,0
0,178.5497297674935,175.7536230414434,162.37762990883274,0
0,178.5454388817574,175.70837068501712,162.88853228424932,0
0,178.80157989177414,175.97238256270504,162.38812240768786,0
0,178.84475636308238,175.72016948517665,162.35421266428443,0
0,178.81287117957015,175.89365916680384,163.04646953756836,0
0,178.6315864753135,175.96280629447827,162.6517031742621,0
0,178.76069468065918,175.73732718741786,162.50397635631236,0
0,178.80730120498907,175.7438044961202,163.0139375913458,0
0,178.58622937541202,175.95900136007702,162.6302804351831,0
0,178.8207705265186,175.63655212223492,162.67616418788955,0
0,178.6048278589609,175.61298079472962,162.66693917507644,0
0,178.46685427341657,175.6070530521826,162.67834127555125,0
0,178.48929389061544,175.60380283298676,162.6089626959658,0
0,178.59701330994454,175.61602421648774,162.84297849796826,0
0,178.62723582272352,175.5745684873249,162.38004213654594,0
0,178.71124853423606,175.41169337750978,162.61146612798257,0
0,178.62775150735837,175.67795512087727,162.32375654142197,0
0,178.95670895326555,175.52651840283832,162.32348460548832,0
0,179.11608530628962,175.5142406094181,162.59596579802417,0
0,178.76912107898318,175.82302607777635,162.61641828782072,0
0,178.5915237128478,175.73086440512802,162.55379742717358,0
0,178.5293415480916,175.75298698406476,162.57738015576848,0
0,178.6273762054622,175.77195109679582,162.68670180378663,0
0,178.2603944871601,175.80647982535802,162.7950474722392,0
0,178.402433720471,175.91046190599909,162.73497055533718,0
0,178.30201509068525,175.95971948374768,162.62389180230429,0
0,178.36898598108905,176.04657024857394,162.60737137636673,0
0,178.38893340608573,176.13670734003787,162.3395778379868,0
0,178.37478563969987,176.02381394468185,162.4638890085651,0
0,178.6109513293554,175.7904134891958,162.44169306705038,0
0,178.44395486515515,175.92848964139273,162.14949194972573,0
0,178.6970940206095,175.87427369673964,162.20847941772172,0
0,178.64253387307926,175.7245229669106,162.11037991089142,0
0,178.64051252307087,175.75248846127172,161.9947335863623,0
0,178.57422524206322,175.94309050383677,161.67453911237368,0
0,178.82961925781512,175.69903610769,161.70999918006618,0
0,178.52979071009347,175.62656190740282,161.35913503603587,0
0,178.77464475654014,175.2571921853227,161.53370629318755,0
0,178.65666326273094,175.10608426034094,161.2825228836612,0
0,178.51163740908882,175.318102794928,161.51869700251908,0
0,178.6988922946319,175.3609539586187,161.84985704379318,0
0,178.59027807960453,175.30615843431548,161.89362322689374,0
0,178.72172572901147,175.54848826504195,161.72317717007488,0
0,178.85495548235698,175.00245955386762,162.1638401650733,0
0,178.63729507683303,175.4077699267424,162.04005014271078,0
0,178.58784798618652,175.58097641141842,162.18220493450278,0
0,178.65392729261433,175.65749009722353,162.09377385844454,0
0,178.49392767143414,175.71869739436426,162.19465626539417,0
0,178.64575460391094,175.5632389142696,162.15849096230122,0
0,178.82474408062677,175.47932467633092,161.81196235195566,0
0,178.6149703825186,175.47957940492765,161.8929023611894,0
0,178.55475702440657,175.55987945643287,161.94320630672962,0
0,178.74043085352807,175.45407896879024,161.6998971647573,0
0,178.9491344457601,175.31836566268717,161.88181952785365,0
0,178.55306170749756,175.46159589956952,161.83212023859303,0
0,178.6467741656362,175.23123557705185,162.0686538567621,0
0,178.7048187692807,175.80069320351757,161.69724685041015,0
0,178.68456992838858,175.74396572016997,161.75818789463267,0
0,178.7719722459179,175.5797542324253,162.05700348506917,0
0,178.8033292398615,175.8264303529024,161.80736512029108,0
0,178.8034497032435,175.81064588241824,161.8631144361122,0
0,179.11882690877616,175.8364645038341,161.95315073473876,0
0,179.07263670294307,175.76600493175408,162.0443882213207,0
0,179.11210366873038,175.71027097039158,162.21264473656123,0
0,179.25661102605008,175.5209146108799,162.05950912891618,0
0,179.26870467003394,175.77370182290528,161.6623746518099,0
0,178.83047027900753,175.85616078472037,161.8230328416699,0
0,179.11751453847415,175.6878216147925,161.73107305244687,0
0,178.91347575012927,176.21548390406159,161.73829532741308,0
0,179.35934158750604,176.07083926714373,162.18199477216686,0
0,179.51070938861653,176.32036786846515,162.46951176429928,0
0,179.47200454588503,176.55172614891856,163.05508978075608,0
0,179.641064745581,176.74841319546297,163.0518894901777,0
0,179.2024911253866,176.96668205168362,163.92950632136223,0
0,177.9619230838887,176.73257124298266,164.46960326003747,0
0,176.6751319836078,177.3432889182281,165.67513503203148,0
0,177.28682949624613,177.0538566719177,166.75055551510056,0
0,177.40638474384332,177.4929294331738,167.48007385672395,0
0,177.85484162463595,177.1003432821099,167.93764462946731,0
0,177.49822065124727,177.28043327023434,167.19998419872715,0
0,177.46032104573789,177.07359813983334,167.47874426226576,0
0,177.33048795943674,177.276083924196,167.55776033298423,0
0,177.68363385133534,177.24395522797641,166.94167842156324,0
0,177.5914209166592,177.18984958002838,168.14491670064322,0
0,177.73889731304897,177.14312336290365,167.6454959548892,0
0,177.82808546961374,177.17998092678758,167.11023159285992,0
0,177.3305331780435,176.81855583607947,166.65746475555054,0
0,177.6132881661983,176.5757212528846,165.79505653023594,0
0,177.8409084594916,176.45903829377227,165.95003663003337,0
0,177.41230950659684,175.7347431723552,164.95128894190546,0
0,177.70514319722804,176.27542281008533,165.11715008830785,0
0,177.983630937837,176.4437756807348,164.22733045173325,0
0,178.4384316803926,176.08071369901955,164.07125108740115,0
0,178.88259565734668,176.23531353404746,163.92184602390645,0
0,178.83293742878337,176.68597900651073,163.7369043938327,0
0,178.64557195533962,176.78650516845883,163.33262311639908,0
0,179.09414492697255,176.48137746002595,163.59552183929782,0
0,179.08727386319305,176.533259033086,163.68380977504776,0
0,179.1537942069711,176.70831952016349,163.61393350733036,0
0,178.88672709181103,177.01236912034074,163.71887187122798,0
0,179.15635186728323,176.70950198282577,163.9659885289904,0
0,178.7667417068024,177.1276627064078,163.0288576052251,0
0,179.051939989448,177.3664497333834,163.20925122344946,0
0,179.3086860776708,177.04741542816936,163.7460866186746,0
0,179.3394574822965,177.40657525814586,163.37179837043928,0
0,179.3408667305099,177.39961931656305,163.57016636100502,0
0,179.28350182919695,177.16763353810347,163.7972043213799,0
0,179.13652113226,177.29171125829671,164.22172541735594,0
0,179.25158566056223,177.2177994149455,164.65405532685173,0
0,179.1657599989112,176.98975140755024,165.1507763846427,0
0,179.37322019144983,176.93826770272486,165.80793070417312,0
0,178.60381843485277,177.8982968679165,165.50339064175466,0
0,178.38754359270106,177.58644601747153,166.64603248955652,0
0,178.84378219892739,177.52973822653504,167.69573462709138,0
0,178.97689365445842,176.84364756724736,169.02719628949228,0
0,179.01292598821541,176.79044721831906,168.79298872554668,0
0,179.11523375783173,177.68542177241395,168.68150968832342,0
0,177.5472645282734,178.11953601691832,168.4890124959181,0
0,176.98946394200695,177.9031432625421,169.49090891190502,0
0,177.08469101936635,178.3258340521503,169.84586376341662,0
0,176.45021573487594,178.60194276227313,169.96354442376335,0
0,175.94347994868355,178.12776523826057,171.0426813997104,0
0,174.522117858353,177.7492735790575,172.1395348944895,0
0,174.4889294873751,177.89548302071728,173.47797327721227,0
0,174.92894266301255,177.879026372975,174.7701494446756,0
0,174.5447212529078,177.6521861220747,174.88802727314854,0
0,174.7881943428662,177.82692608729562,175.9180687695011,0
0,174.62094611973507,178.38904294173045,177.11359009864,0
0,174.81038781794146,179.2731626855704,176.44314283981103,0
0,175.86561809175674,179.03872866481242,176.09937289635377,0
0,175.61084660251439,179.4334888748075,176.08582769551225,0
0,175.49841550486707,179.03801785311794,175.64879055262088,0
0,175.39640840816773,179.81261420737744,175.2075107038248,0
0,175.80008739013985,179.49353134559593,174.75261292428317,0
0,175.46744757369328,179.8197166875104,176.10750193615505,0
0,174.9352533763614,179.33032471761342,175.52434574051472,0
0,174.17222163679506,178.39293533353148,175.81444779204529,0
0,173.98308479293559,178.5862556506424,176.30338142798067,0
0,174.60984944736325,178.65361230101885,176.6066820015769,0
0,174.7242378987707,179.0569175622215,177.60846198383703,0
0,173.61869177189973,177.56881282064742,176.5825212115155,0
0,173.83526944691928,177.62709517571278,176.25489615789954,0
0,174.03332458591592,177.3526821817066,176.84922040927668,0
0,173.31021820733548,177.08018947549834,177.78856359966792,0
0,174.3672175671586,177.8013138965599,177.59616966389393,0
0,174.32107065578842,177.50821813139572,176.84810929103497,0
0,173.6805697897433,177.05841498080858,176.2896725855628,0
0,173.58211166291127,178.07979218479602,175.4951790958025,0
0,174.38556059869927,178.28274967379926,174.78870010234633,0
0,174.05839692836233,178.03964305757793,174.55471890955545,0
0,174.5644475309979,177.81366166317844,175.26011348388678,0
